name,slug,price_cents,original_price_cents,category,description,image_url,active,featured,sort_order
"Combo Kazoom Suplementos Completo","kit-suplementos-completo",59700,129700,"suplementos","O kit definitivo para performance máxima. Inclui todos os suplementos da coleção: Designer Whey Protein, Isoclear Whey Protein Isolate, Crank Pre-Workout, Ultrapure Kreatin Pulver, Daily, Designer Bar Proteinriegel, Magnesium Complex, Zink Kapseln, Vitamin D3 + K2 Depot, Ashwagandha Kapseln: Ashwa+, Athlete Stack: Men, Athlete Stack: Women e Magnesiumbisglycinat Kapseln. Personalize os sabores de cada item e tenha o melhor suporte nutricional para seus treinos.","https://pub-bb2e103a32db4e198524a2e9ed8f35b4.r2.dev/61c5f034-ba9c-4f63-92e8-331dd365c01b/kit-suplementos-hipertrofia.png",true,true,-1
